name,code,englishName,minPlayers,maxPlayers,minPlayTime,maxPlayTime,rating,ratingCount,learningComplexity,strategyComplexity,complexityVotes,isExpansion, atlasID,atlasURL,thumbnail
パンデミック,681706070216,Pandemic,2,4,45,60,4.0,1,2.5,2.4,10,FALSE,6FmFeux5xH,https://www.boardgameatlas.com/game/6FmFeux5xH/pandemic,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254186140-51iNoyxoamL.jpg,
